StudentID,Name,Electronics,Programming,Database,Data Science,Mathematics,DSA
8416,Priya Gupta,93,39,95,94,94,62
8417,Ishika Mehta,34,58,85,80,43,31
8418,Edwin Schneider,39,65,84,63,41,60
8419,Ishika Singh,30,92,49,58,92,88
8420,Rahul Mehta,40,47,54,60,67,33
8421,Ananya Gupta,45,97,49,71,68,81
8422,Nichole Cummings,30,32,86,78,86,53
8423,Aarav Patel,40,77,51,83,41,60
8424,Vivaan Choudhary,63,83,76,68,76,50
8425,Vivaan Choudhary,63,54,64,49,55,60
8426,Priya Singh,64,63,89,41,93,96
8427,April Gallagher,75,43,82,54,44,34
8428,Siddharth Mehta,59,30,60,59,59,67
8429,Rahul Reddy,82,58,89,88,84,34
8430,Siddharth Singh,93,70,71,70,79,90
8431,Ananya Sharma,78,64,50,90,47,81
8432,Ishika Sharma,56,58,42,83,65,35
8433,Siddharth Singh,97,72,51,56,53,100
8434,Anthony Roberts,32,58,58,48,98,69
8435,Kevin Graham,30,72,30,61,86,57
8436,Melissa Mann,100,97,33,38,53,73
8437,Robert Case,74,86,37,58,99,66
8438,Siddharth Sharma,92,88,44,68,33,86
8439,Vivaan Reddy,79,36,77,49,97,74
8440,Samuel Fields,60,79,63,64,43,48
8441,Rahul Reddy,45,50,58,57,83,93
8442,Rahul Nair,91,81,96,69,35,74
8443,Cindy Fitzgerald,65,75,90,58,94,76
8444,Alejandra Elliott,70,80,73,30,85,65
8445,Aditya Verma,100,33,45,37,53,63
8446,Aditya Sharma,81,42,88,98,39,81
8447,Christopher Moon,59,94,77,78,32,79
8448,Ananya Nair,32,42,65,60,36,88
8449,Samantha Watson,55,50,64,86,74,46
8450,Terrance Fitzgerald,37,73,73,95,69,93
8451,Kelly Mendoza,83,66,82,63,51,74
8452,Jennifer Jones,31,55,44,98,74,74
8453,Karan Gupta,44,68,51,76,58,70
8454,Priya Singh,70,48,47,53,74,32
8455,Aditya Mehta,48,46,70,66,50,67
8456,Kyle Waters,48,37,46,62,37,62
8457,Traci Reed,65,37,37,85,99,49
8458,Carolyn Miller,97,44,46,68,73,94
8459,Melissa Johnson,76,36,94,70,98,49
8460,Jeffery Clark,54,92,49,78,62,30
8461,Ryan Ford,68,88,88,82,97,36
8462,Keith Morse,67,59,37,98,87,51
8463,Vivaan Choudhary,48,39,54,86,91,91
8464,Riya Patel,41,63,75,89,76,99
8465,Vivaan Sharma,34,50,48,83,56,61
8466,Mary Terry,69,63,39,90,46,90
8467,Riya Verma,56,41,55,93,48,35
8468,Jon Phillips,37,48,38,54,91,86
8469,Melissa Davis,35,75,67,72,97,40
8470,Ishika Mehta,48,87,97,48,50,83
8471,Erika Stewart,72,64,40,67,88,84
8472,Denise Garcia,46,77,31,48,47,94
8473,Aarav Reddy,41,90,68,96,49,87
8474,Hector Espinoza,31,78,30,38,31,79
8475,Karan Nair,40,38,59,70,76,61
8476,Kelly Leblanc,65,41,67,38,85,65
8477,Rahul Nair,42,81,61,82,64,47
8478,Priya Gupta,99,46,60,79,33,65
8479,Aarav Verma,79,91,88,48,79,46
8480,James Frazier,78,60,59,57,86,91
8481,Kristina Brown,66,84,35,43,81,82
8482,Hunter Perez,81,70,31,66,68,88
8483,Riya Iyer,50,71,94,42,89,99
8484,Ananya Nair,72,97,31,42,67,98
8485,Vivaan Singh,54,66,57,33,68,61
8486,Karan Patel,48,62,31,36,92,39
8487,Marcus Mitchell,71,72,55,67,43,40
8488,Priya Singh,62,56,59,74,98,93
8489,Aditya Singh,96,97,100,63,75,32
8490,Karan Singh,84,82,73,62,44,39
8491,Siddharth Verma,80,34,90,34,67,98
8492,Heather Jordan,36,100,67,85,50,58
8493,Vivaan Verma,78,53,39,95,45,52
8494,Pamela Barr,73,83,70,34,94,42
8495,Lisa Shea,39,54,86,52,83,55
8496,Riya Iyer,36,78,85,52,82,33
8497,Peggy Harrington,82,52,37,83,57,77
8498,John Cooper,52,75,34,69,37,62
8499,Daniel Morris,45,35,73,48,49,80
8500,Priya Gupta,57,81,61,75,61,98
8501,Gary Henry,89,65,37,30,89,61
8502,Paul Rivera,100,74,51,70,50,57
8503,Jeff Fitzpatrick,67,78,96,82,53,71
8504,Lisa Gallagher,75,36,44,89,74,88
8505,Cody Gilbert,36,96,63,72,61,86
8506,Derek Davis,47,100,67,98,54,88
8507,Lisa Wilson,73,73,57,32,84,62
8508,Vivaan Reddy,62,56,91,73,71,39
8509,Siddharth Singh,71,46,59,65,70,53
8510,Ruth Arnold,52,52,49,93,58,45
8511,Mario Miller,51,51,63,38,39,50
8512,Ananya Reddy,74,31,72,90,61,50
8513,Riya Singh,60,93,38,57,43,92
8514,Siddharth Gupta,73,58,64,44,45,49
8515,Riya Mehta,69,76,83,45,95,60
8516,Heidi Brock,54,85,68,52,31,42
8517,Rahul Iyer,85,71,63,50,50,63
8518,Ananya Choudhary,78,64,41,83,30,96
8519,Aarav Nair,66,71,43,100,71,59
8520,Rahul Sharma,65,89,37,89,85,78
8521,Aditya Mehta,55,82,70,85,81,48
8522,Crystal Jacobs,73,79,46,89,66,42
8523,Ebony Myers,81,74,70,74,90,57
8524,Priya Singh,59,86,74,93,35,53
8525,Riya Choudhary,38,73,100,77,70,63
8526,Siddharth Iyer,77,39,57,86,56,30
8527,Ishika Choudhary,45,72,77,67,99,83
8528,Aarav Verma,89,89,60,40,95,77
8529,Priya Patel,56,46,72,90,67,40
8530,Joseph Lee,93,46,50,81,95,95
8531,Siddharth Choudhary,61,72,78,63,79,76
8532,Denise Meyer,73,84,97,67,59,69
8533,Ananya Singh,77,93,100,55,31,45
8534,Gregory Perkins MD,82,31,38,89,92,84
8535,Toni Duffy,52,62,44,76,87,80
8536,Misty Watson,60,59,32,44,62,91
8537,Vincent Fernandez,48,36,55,85,57,72
8538,Rahul Reddy,95,90,47,33,46,69
8539,Vivaan Reddy,49,90,30,86,49,38
8540,Ananya Reddy,80,58,71,58,100,74
8541,Riya Verma,90,41,92,38,54,82
8542,Vivaan Patel,90,71,46,100,33,54
8543,Olivia Stanley,63,58,42,86,37,82
8544,Rebecca Martin,100,82,74,57,66,97
8545,Rahul Iyer,55,79,44,60,38,47
8546,Glenn King,72,53,68,98,86,54
8547,Siddharth Gupta,74,96,50,55,98,66
8548,Michael Crawford,72,79,69,34,80,72
8549,Jesus Rogers,53,58,43,34,91,41
8550,Christy Russell,96,81,37,56,98,61
8551,John Lynn,45,74,84,61,33,34
8552,Vivaan Verma,31,75,83,62,65,47
8553,Cheyenne Mason,70,94,88,87,70,52
8554,Ishika Choudhary,75,72,36,92,36,89
8555,Aditya Choudhary,70,78,47,60,39,49
8556,Karen Abbott,85,34,60,42,80,35
8557,Christopher Nichols,43,96,33,48,63,45
8558,Priya Nair,47,36,49,59,42,90
8559,David Sanchez,71,60,31,34,53,82
8560,Vivaan Nair,63,31,45,70,30,97
8561,Mathew Long,30,30,50,91,47,52
8562,Kelli Andrews,57,52,86,76,45,47
8563,Jose Davis,67,37,98,33,56,65
8564,Siddharth Iyer,42,92,76,35,93,73
8565,Jeremy Werner,48,93,80,59,74,60
8566,Siddharth Mehta,37,91,71,99,84,48
8567,Danny Peterson,43,79,46,48,92,60
8568,Ananya Sharma,70,80,52,31,88,66
8569,Ananya Reddy,93,78,41,60,78,100
8570,Leon Hammond,43,61,72,81,87,65
8571,Riya Iyer,89,85,82,77,46,34
8572,Jason Thomas,61,72,55,83,65,66
8573,Ishika Sharma,75,45,38,84,44,88
8574,April Evans,82,46,57,56,49,82
8575,Siddharth Mehta,64,90,86,50,52,31
8576,Mr. Johnny Mora,48,64,83,55,35,99
8577,Ananya Gupta,74,60,100,90,54,63
8578,Stephanie Yu,61,61,59,66,99,93
8579,Lynn Schaefer,94,71,76,57,62,53
8580,Michael Soto,68,82,89,66,47,95
8581,Donna Pierce,63,76,62,57,55,57
8582,Rachel Nelson,78,94,55,71,91,48
8583,Karen Davis,90,39,74,65,57,75
8584,Jessica Hays,71,68,69,87,91,99
8585,Vivaan Iyer,61,95,74,71,94,75
8586,Ashley Esparza,95,72,73,91,69,34
8587,Katherine Hansen,97,42,69,89,92,61
8588,Linda Hodges,78,88,44,72,81,83
8589,Karan Sharma,54,98,38,63,35,46
8590,Jeffery Sanders,77,79,38,57,97,96
8591,Mario Mcpherson,79,40,54,85,53,90
8592,Vivaan Verma,100,81,76,69,48,51
8593,Karan Verma,37,48,93,82,67,39
8594,Zachary Walker,63,58,81,99,58,78
8595,Riya Mehta,76,47,78,37,56,42
8596,Aarav Iyer,32,92,42,99,51,69
8597,Ananya Reddy,68,37,90,38,75,69
8598,Kim Burch,43,50,91,61,43,75
8599,Brent Wallace,55,63,31,69,53,79
8600,Siddharth Mehta,82,46,48,91,84,67
8601,Ananya Verma,71,94,63,78,97,73
8602,Kayla Walker,76,88,66,65,66,88
8603,Madeline Hughes,87,45,37,79,62,45
8604,Aditya Verma,81,40,47,59,98,86
8605,Vivaan Reddy,32,85,34,89,90,62
8606,Karan Iyer,49,79,86,56,41,48
8607,Ananya Verma,62,35,74,57,62,55
8608,Nichole Jones,53,89,94,79,96,34
8609,Rahul Mehta,100,52,57,47,55,65
8610,Rahul Sharma,32,64,65,79,86,50
8611,Riya Singh,55,79,63,49,79,47
8612,Ananya Mehta,47,44,42,30,49,37
8613,Aditya Mehta,78,64,99,88,76,97
8614,Judy Jones,53,58,75,54,89,55
8615,Karan Reddy,49,64,77,95,100,82
8616,Charles Brown,51,44,78,66,49,88
8617,Siddharth Choudhary,59,45,97,56,55,52
8618,Aditya Verma,97,63,93,86,32,72
8619,Aditya Singh,77,71,90,47,89,34
8620,Jack Jones,32,69,60,57,75,31
8621,Vanessa Olson,84,93,69,67,92,53
8622,Aarav Mehta,38,42,39,45,77,53
8623,Elijah Campbell,98,63,91,30,49,56
8624,Lisa Reed,55,97,77,76,53,39
8625,Sarah Wagner,89,99,44,57,95,67
8626,Vivaan Mehta,41,38,48,42,81,62
8627,Jeffrey Ho,96,33,98,91,79,71
8628,Aditya Reddy,97,77,69,95,31,94
8629,Joel Burns,97,37,58,81,90,41
8630,Sarah Russell,100,70,50,80,78,91
8631,Jeffrey Paul,45,62,53,71,66,84
8632,Kristina Leon,31,82,82,96,64,60
8633,Siddharth Choudhary,87,55,51,48,87,52
8634,Aarav Patel,75,84,66,46,51,64
8635,Priya Gupta,34,81,83,89,59,95
8636,Ananya Verma,77,30,78,46,93,52
8637,Melissa Davidson,97,89,67,56,57,34
8638,Vivaan Patel,74,75,92,97,74,85
8639,Siddharth Reddy,94,76,46,56,91,58
8640,Erik Miller,76,43,74,38,59,48
8641,Riya Singh,52,59,97,86,59,100
8642,Derek Henderson,93,60,44,59,80,41
8643,Cindy Bryant,69,35,53,34,72,48
8644,Crystal Black,33,96,52,80,95,63
8645,Vivaan Singh,76,35,35,59,36,45
8646,Debbie Mcdowell,95,41,34,82,90,99
8647,Michael Holmes,77,98,58,38,37,50
8648,Aarav Gupta,63,98,98,70,50,52
8649,Deborah Crawford,69,94,66,52,60,56
8650,Siddharth Reddy,53,32,86,34,44,98
8651,Karan Sharma,64,78,96,77,97,89
8652,Michael Henry,50,45,65,70,32,57
8653,Aarav Mehta,49,63,37,63,67,58
8654,Jennifer Steele,59,36,83,76,50,73
8655,Ishika Mehta,91,88,36,95,47,74
8656,Rahul Singh,74,76,73,30,64,97
8657,Edwin Orr,49,81,96,90,95,74
8658,Karan Nair,80,30,58,46,78,90
8659,Aditya Nair,89,62,77,45,92,74
8660,Angela Walls,77,76,51,97,46,53
8661,Andrea Barrett,61,61,79,99,37,50
8662,Priya Nair,92,81,90,91,53,51
8663,Priya Choudhary,51,93,93,81,45,82
8664,Ananya Patel,87,57,70,69,44,44
8665,Laura Hudson,40,56,72,66,66,89
8666,Ishika Mehta,68,38,54,78,52,43
8667,Michael Clements,46,46,71,39,34,80
8668,Johnathan Wilson,39,82,51,32,56,77
8669,Craig Curtis,48,98,72,84,74,59
8670,Virginia Lee,80,54,33,73,93,89
8671,Cody Lloyd,61,82,34,92,37,76
8672,Elizabeth Hess,54,88,42,44,97,94
8673,Siddharth Nair,80,87,93,31,62,94
8674,Brandon Harris,68,31,45,36,88,44
8675,Vivaan Sharma,73,53,93,87,94,71
8676,Riya Patel,65,34,62,65,91,56
8677,Riya Reddy,40,38,48,77,99,62
8678,Alice Martinez,57,68,78,44,88,97
8679,Vivaan Verma,99,64,65,75,92,74
8680,Barbara Lang,87,96,37,33,50,42
8681,Patrick Juarez,58,97,97,63,45,65
8682,Christine Howard,95,44,76,53,47,87
8683,Steven Gonzalez,90,40,97,95,45,67
8684,Riya Gupta,79,47,90,75,53,50
8685,Jeremy Lewis,52,30,71,87,42,87
8686,Riya Nair,58,81,31,91,92,35
8687,Priya Patel,77,75,80,30,44,96
8688,David Jones,45,58,72,38,89,73
8689,Christine Leon,60,33,38,71,85,87
8690,Ananya Mehta,44,33,57,72,66,50
8691,Leah Snow,42,96,82,55,37,66
8692,Benjamin Davidson,62,85,81,89,43,66
8693,Dr. Elizabeth Gonzales MD,73,87,78,60,97,89
8694,Ashley Hughes,94,36,42,88,96,100
8695,Andre Heath,67,72,98,89,69,77
8696,Melanie Figueroa,66,74,42,42,58,84
8697,Scott Rogers,84,96,60,31,88,33
8698,Vivaan Iyer,42,82,46,98,43,58
8699,Tara Russell,96,93,73,96,69,48
8700,Aditya Verma,50,79,45,74,62,40
8701,Tyler Jones,73,47,74,78,94,88
8702,Ananya Reddy,66,46,91,50,82,73
8703,Robert Briggs,49,70,45,96,83,99
8704,Ananya Nair,99,79,46,48,33,36
8705,Derek Padilla,89,49,99,80,38,63
8706,Danielle Brown,34,92,79,84,46,52
8707,Karan Reddy,87,64,94,35,41,77
8708,Siddharth Verma,88,47,68,61,94,80
8709,Jeremy Thompson,37,32,77,40,34,65
8710,Lauren Pearson,79,69,70,52,86,42
8711,Siddharth Mehta,61,86,32,87,88,32
8712,Justin Vasquez,87,56,91,87,35,93
8713,Brandon Mills,92,95,71,66,38,40
8714,Joseph Johnson,51,85,79,59,40,56
8715,Christopher Buckley,55,48,45,95,44,88
8716,Anna Alvarado,84,66,87,37,60,31
8717,Hayley Grant,96,33,53,89,61,71
8718,Eric Fernandez,44,54,55,79,35,67
8719,Aditya Gupta,78,36,69,83,34,67
8720,Thomas Smith,38,89,58,44,68,82
8721,Brittany Crawford,49,81,78,88,76,30
8722,Siddharth Singh,35,76,49,74,85,33
8723,Riya Gupta,89,68,49,90,68,73
8724,Priya Sharma,30,62,80,33,48,54
8725,Christopher Gallegos,98,60,39,65,98,61
8726,Priya Choudhary,95,49,86,48,56,70
8727,Siddharth Mehta,35,42,32,67,95,86
8728,Austin Johnson,37,95,86,67,83,88
8729,Robert Shah,73,42,40,32,72,84
8730,Ishika Nair,80,98,73,37,70,66
8731,Brandi Brown,75,63,97,31,57,60
8732,Priya Verma,80,88,63,30,58,94
8733,Aditya Patel,73,40,52,37,47,84
8734,John Nguyen,30,62,94,38,52,79
8735,Ananya Singh,35,50,31,35,76,95
8736,Aarav Reddy,35,39,40,64,74,49
8737,Jessica Macias,68,99,47,40,37,83
8738,Karan Nair,66,71,99,98,87,51
8739,Aditya Gupta,48,34,76,61,39,40
8740,Priya Choudhary,70,35,55,35,76,60
8741,Rahul Choudhary,82,91,76,77,68,64
8742,Billy Rice,84,94,33,46,93,30
8743,Joseph Gonzalez,99,61,72,83,56,93
8744,Aditya Choudhary,36,34,41,37,33,74
8745,Ananya Singh,97,75,93,75,59,65
8746,Victor Bailey,96,94,32,58,53,99
8747,Aarav Iyer,51,42,94,55,60,90
8748,Tanya Solis,75,64,94,52,95,64
8749,Mark Freeman,47,72,50,79,45,57
8750,Aarav Mehta,43,49,61,30,47,73
8751,Ananya Gupta,55,76,46,75,40,77
8752,Siddharth Singh,91,92,87,34,84,58
8753,Cody Carter,38,68,33,57,94,65
8754,Brandon Garcia,54,99,70,50,48,34
8755,Sarah Riddle,70,34,42,57,67,65
8756,Brianna Rodriguez,72,88,49,65,88,54
8757,Rahul Nair,68,86,45,40,82,96
8758,Aarav Gupta,34,41,71,49,64,84
8759,Lisa Jones,55,66,85,42,39,34
8760,Kristen Brown,57,63,81,36,48,38
8761,Karan Reddy,66,79,32,85,38,30
8762,Shannon Reynolds,62,97,43,95,67,46
8763,Siddharth Reddy,71,73,44,35,82,83
8764,Christopher Bryant,76,48,42,31,52,40
8765,Vivaan Verma,91,63,63,46,38,34
8766,Daniel Carey,52,55,33,65,97,91
8767,Todd Love,82,84,56,47,83,58
8768,Henry Walton,98,78,98,38,33,68
8769,Mr. William Horton,55,76,78,51,41,77
8770,Ananya Mehta,84,91,45,57,68,82
8771,Jason Shaw,50,93,92,93,42,36
8772,Karan Iyer,61,77,43,49,64,74
8773,Patrick Martin,32,30,39,68,86,52
8774,Chris Richardson,36,80,57,76,70,37
8775,Ananya Verma,93,33,75,34,97,53
8776,Matthew Tanner,88,65,49,99,59,74
8777,Adam Morris,33,49,86,60,39,57
8778,Jasmine Smith,33,66,53,66,65,60
8779,Karan Singh,71,96,69,49,64,46
8780,Karan Reddy,96,61,81,83,43,32
8781,Karan Iyer,40,82,41,62,67,34
8782,Karan Gupta,57,52,40,73,60,94
8783,Anthony Kelly,91,35,46,46,58,55
8784,John Young,75,94,48,67,53,58
8785,Aarav Sharma,95,86,86,43,47,97
8786,Robert Cohen,92,84,72,66,96,71
8787,Lisa Vega,36,92,55,31,46,49
8788,Marcus Gonzales,84,64,46,68,90,61
8789,Lori Turner,45,35,85,64,58,89
8790,Stephen Scott,37,78,61,48,80,86
8791,Riya Singh,60,35,34,49,82,89
8792,Erica Wolf,77,83,74,64,42,47
8793,Mckenzie Morales,73,64,91,66,32,88
8794,Ishika Singh,31,69,32,100,97,71
8795,Kristy Mercado,57,92,43,81,58,44
8796,Riya Reddy,67,53,31,55,84,96
8797,Riya Choudhary,75,84,45,62,84,37
8798,Riya Sharma,83,44,30,33,94,34
8799,Richard Holden,92,33,97,36,73,83
8800,Vivaan Patel,82,85,41,51,94,42
8801,Priya Iyer,65,77,70,84,91,83
8802,Nicholas Carr,92,40,90,80,98,91
8803,Justin Harris,78,87,96,34,66,94
8804,Aarav Choudhary,46,78,98,80,75,65
8805,Lindsey Baker,66,85,33,89,80,60
8806,Ashley Castro,34,66,34,80,98,41
8807,Riya Choudhary,60,49,87,89,45,86
8808,Johnny Sullivan,93,46,51,69,84,82
8809,Karan Mehta,59,93,72,97,39,49
8810,Ishika Sharma,70,48,44,55,63,95
8811,Aarav Gupta,85,39,99,53,90,63
8812,Siddharth Patel,50,65,99,40,89,75
8813,Regina Contreras,69,31,35,74,47,78
8814,Mario Soto,79,68,73,38,75,51
8815,Amanda Gates,85,71,49,43,59,55
8816,Ananya Mehta,41,63,53,49,49,73
8817,Vivaan Iyer,99,62,57,56,89,91
8818,Rachel Thomas,40,80,68,75,91,66
8819,Karan Iyer,46,41,33,65,72,93
8820,Kristin Hill,37,32,90,60,84,88
8821,Seth Ross,62,50,94,58,77,79
8822,Ananya Sharma,82,82,48,76,78,71
8823,Christopher Parker,95,57,73,87,78,75
8824,Sharon Williams,97,30,47,58,43,99
8825,Karan Gupta,45,79,80,34,55,47
8826,Aditya Sharma,83,71,93,98,81,46
8827,Christine Wilkinson,79,73,57,74,50,71
8828,Gloria Mckee,97,46,37,30,69,95
8829,Priya Choudhary,73,49,77,57,82,68
8830,Priya Mehta,72,71,91,92,85,38
8831,Karan Gupta,53,78,37,64,63,81
8832,Ananya Patel,30,80,30,35,40,46
8833,Ryan Murray,99,66,65,35,34,50
8834,Danielle White,85,77,81,88,50,40
8835,Ananya Gupta,61,93,72,93,37,78
8836,Siddharth Nair,89,85,72,94,62,31
8837,Aarav Patel,35,38,86,82,80,93
8838,Rahul Nair,67,87,48,47,43,71
8839,Chelsea Berry,77,32,54,83,81,98
8840,Aarav Sharma,89,90,54,39,46,55
8841,Carlos Roman,35,75,72,33,41,47
8842,Brian Sweeney,58,91,86,44,98,86
8843,Morgan Franco,72,49,51,97,68,68
8844,Jessica Alexander,82,79,87,93,96,39
8845,Karan Sharma,100,91,30,71,65,46
8846,Mary Green,70,68,53,55,50,45
8847,Priya Sharma,55,79,66,41,70,77
8848,Cynthia Williams,37,51,75,91,97,64
8849,Ishika Mehta,61,57,38,44,66,86
8850,Aditya Iyer,71,57,47,33,76,38
8851,Riya Choudhary,89,39,31,91,54,32
8852,Riya Iyer,50,80,97,73,96,30
8853,Justin Welch,32,56,55,66,53,47
8854,Mitchell Scott,94,94,52,37,44,47
8855,Michael Ross DDS,73,55,46,72,81,48
8856,Aarav Iyer,99,65,39,86,48,47
8857,Priya Gupta,60,43,45,45,74,61
8858,Melanie Hinton,74,59,35,61,53,42
8859,Aditya Nair,69,30,45,36,53,69
8860,Mark Sutton,87,84,39,70,61,76
8861,Nicole Green,41,43,88,78,68,39
8862,Aditya Reddy,30,70,73,39,34,68
8863,Priya Verma,38,98,51,49,59,100
8864,Aarav Sharma,42,77,94,72,33,35
8865,Ananya Gupta,98,99,62,65,67,33
8866,Siddharth Patel,58,49,84,85,86,52
8867,Riya Nair,46,82,48,41,54,98
8868,Jacob Garcia,51,62,79,78,77,100
8869,Ananya Choudhary,38,30,59,74,92,57
8870,Siddharth Choudhary,75,69,41,51,79,34
8871,Ishika Gupta,98,60,75,74,66,51
8872,Rita Robinson,93,44,37,37,97,72
8873,Karan Patel,94,84,72,86,50,51
8874,Keith Cruz,97,95,31,62,51,36
8875,Aditya Nair,35,70,72,70,43,86
8876,Katherine Warner,42,89,96,98,84,93
8877,Mrs. Maria Wright,47,84,79,54,30,60
8878,Vivaan Patel,86,47,68,75,94,38
8879,Robert Lowe,69,31,87,72,87,47
8880,Brenda Munoz,97,62,71,45,50,36
8881,Priya Choudhary,39,59,45,81,76,89
8882,Stephanie Manning,46,41,45,81,49,85
8883,Todd Mcguire,94,32,43,67,67,40
8884,Karan Nair,48,49,86,71,87,47
8885,Priya Mehta,66,36,75,54,31,46
8886,Kenneth Lee,35,56,54,35,30,65
8887,Russell Jefferson,52,44,78,82,99,100
8888,Riya Gupta,41,56,72,53,53,52
8889,Christopher Johnson,83,68,99,48,61,41
8890,Brenda Wilson,80,92,76,70,82,38
8891,Ananya Choudhary,31,80,91,30,42,44
8892,Rahul Sharma,98,90,79,74,46,98
8893,Siddharth Iyer,84,57,65,82,92,39
8894,Kayla Lewis MD,87,92,65,35,65,74
8895,Carol Martin,90,49,34,89,92,79
8896,Michael Barrett,67,58,84,67,67,87
8897,Karan Reddy,42,94,82,48,42,72
8898,Marc Rose,80,59,36,36,65,74
8899,Brian Hicks,50,76,90,61,59,48
8900,Ananya Iyer,96,34,39,39,59,82
8901,Vivaan Gupta,45,56,84,63,48,82
8902,Vivaan Sharma,84,52,71,67,71,75
8903,Mrs. Emma Mcdonald DVM,56,67,65,56,93,44
8904,Michael Hartman,83,54,97,89,69,85
8905,Ishika Reddy,46,93,54,86,46,36
8906,Joshua Boyle,84,70,61,44,47,67
8907,Ananya Reddy,61,60,35,83,37,99
8908,Malik Thompson,93,43,34,67,46,36
8909,Siddharth Choudhary,75,92,97,55,48,74
8910,Mrs. Emma Walters,52,57,82,95,64,90
8911,Sue Smith,80,92,67,35,82,86
8912,Rahul Mehta,91,72,78,55,80,53
8913,Aditya Choudhary,55,31,55,98,99,97
8914,Karen Mejia,72,90,44,41,51,81
8915,Ishika Gupta,66,96,88,90,32,82
8916,Jessica Vaughn,73,43,82,65,45,38
8917,Alyssa Morales,48,50,68,79,93,56
8918,Siddharth Reddy,41,82,69,60,60,66
8919,Kathy Mckinney,76,98,44,91,41,93
8920,Siddharth Singh,38,74,61,84,48,78
8921,Jessica Moyer,47,91,68,44,86,71
8922,Michael Daniels,33,72,89,55,45,81
8923,Riya Reddy,40,51,43,48,90,100
8924,Aditya Gupta,59,63,69,97,89,59
8925,Kimberly Gonzalez,79,48,60,71,59,91
8926,Stacy Martinez,54,90,66,58,71,68
8927,Riya Mehta,45,64,41,70,47,57
8928,Elizabeth Hernandez,31,63,43,44,84,71
8929,Priya Mehta,83,55,38,72,75,99
8930,Charles Brown,33,94,78,75,100,35
8931,Kristy Alexander,31,90,89,95,43,57
8932,Rahul Iyer,35,48,98,39,64,91
8933,Ryan White,30,94,60,31,91,88
8934,Riya Singh,74,74,66,54,61,52
8935,Rahul Verma,33,99,91,97,58,51
8936,Ishika Patel,38,41,97,59,97,33
8937,Francis Hudson,69,38,40,60,51,33
8938,Aarav Singh,67,95,70,30,99,82
8939,Ishika Reddy,98,92,85,39,68,95
8940,Siddharth Patel,76,43,86,77,46,93
8941,Karan Gupta,90,84,94,81,46,58
8942,Thomas Alexander,78,53,71,41,40,50
8943,Jacob Simmons,71,98,40,66,37,59
8944,Rahul Gupta,69,100,85,96,69,93
8945,Rahul Sharma,37,34,63,46,63,38
8946,Charles Martinez,88,89,30,40,67,48
8947,Vivaan Mehta,33,38,33,53,52,64
8948,Aditya Patel,94,49,32,66,55,88
8949,Anna Fields,60,39,75,41,80,49
8950,Michael Griffin,33,76,95,76,98,52
8951,Karan Iyer,75,51,51,32,80,44
8952,Beth Erickson,39,95,90,94,96,52
8953,Rahul Iyer,70,82,85,38,81,47
8954,Aarav Verma,86,96,70,75,32,96
8955,Nathan Rodgers,44,50,45,76,53,46
8956,Priya Singh,91,54,67,73,86,46
8957,Karen Perez,50,76,67,44,91,50
8958,Steven Cowan,55,55,89,72,65,74
8959,Ishika Mehta,51,76,98,30,47,79
8960,Michael Mejia,57,69,92,74,88,95
8961,Daniel White,64,82,94,93,59,76
8962,Kimberly Hall,78,67,65,44,57,94
8963,April Riley,72,83,35,36,60,96
8964,Zachary Wilkerson,66,49,72,92,75,65
8965,Rahul Sharma,49,99,49,49,70,67
8966,Benjamin Murphy,56,48,67,91,74,95
8967,Priya Verma,49,35,51,79,34,71
8968,Joshua Norman,42,81,68,43,30,90
8969,Aditya Singh,64,38,85,41,82,88
8970,Ishika Mehta,73,100,90,40,59,97
8971,Rahul Verma,86,46,57,72,75,64
8972,Riya Mehta,83,41,41,93,79,68
8973,Riya Choudhary,69,33,92,80,99,47
8974,Ananya Patel,30,94,68,58,66,97
8975,Vivaan Reddy,50,84,33,44,91,32
8976,Richard Tran,78,69,46,59,49,79
8977,Joshua Bell,31,32,77,58,91,40
8978,Aarav Gupta,69,32,39,53,80,45
8979,Priya Gupta,48,59,83,47,48,77
8980,Ananya Reddy,78,69,38,100,45,78
8981,Ananya Singh,38,35,87,87,71,48
8982,Linda Berry DVM,33,98,55,93,35,86
8983,Grant Dawson,44,42,39,71,83,80
8984,Lisa Nelson,79,87,86,73,36,61
8985,Siddharth Reddy,52,60,86,90,69,80
8986,Alexis Johnson,79,70,77,55,70,44
8987,Riya Reddy,35,60,52,77,63,34
8988,Stephanie Malone,37,39,68,77,76,92
8989,Siddharth Nair,53,95,98,38,49,71
8990,Vivaan Mehta,99,73,86,43,63,38
8991,Vivaan Reddy,46,62,77,36,75,64
8992,Adam Kirby,51,91,66,58,46,80
8993,Aditya Nair,99,33,61,76,95,75
8994,Crystal Mcknight,78,44,94,61,80,100
8995,Riya Sharma,30,98,91,31,90,90
8996,Kimberly Ball,44,46,83,65,69,41
8997,Andrew Sanchez,94,52,86,34,42,48
8998,Priya Sharma,48,62,36,73,65,45
8999,Aarav Mehta,94,61,38,85,95,52
9000,Riya Sharma,42,66,45,37,92,71
9001,Chelsea Jenkins,70,73,83,70,45,47
9002,Jason Yang,71,60,69,51,85,37
9003,Pamela Mcdonald,77,71,96,73,89,89
9004,Nathaniel Hobbs,100,48,93,35,34,56
9005,Matthew Hart,51,35,40,39,85,80
9006,Joshua Brown,65,43,37,99,82,47
9007,Ananya Singh,62,35,59,63,58,79
